cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,Microsoft Academic Paper ID,WHO #Covidence,has_pdf_parse,has_pmc_xml_parse,full_text_file,url
tmawi4mk,c0f7f46699d0ecf0c7ead699d564d952508e6f81,PMC,Behavioural intentions in response to an influenza pandemic,10.1186/1471-2458-10-174,PMC2861057,20353568.0,cc-by,"BACKGROUND: Little is known regarding which behavioural responses can be expected if an influenza pandemic were to occur. METHODS: A survey comprising questions based on risk perception theories, in particular PMT, was conducted with a Dutch sample. RESULTS: Although fear that an influenza pandemic may occur was high, participants do not feel well informed. General practitioners and local health authorities were considered trustworthy sources of information and the information considered most urgent pertained to which protective measures should be taken. Participants reported an intention to comply with recommendations regarding protective measures. However, response and self efficacy were low. Maladaptive behaviours can be expected. Increasing numbers of ill individuals and school closures are also expected to lead to a decreased work force. Participants indicated wanting antiviral drugs even if the supply were to be insufficient. CONCLUSIONS: Messages regarding health protective behaviours from local health authorities should anticipate the balance between overreacting and underreacting. Also, when protective recommendations from health professionals conflict with company policies, it is unclear how employees will react.",2010-03-30,"Kok, Gerjo; Jonkers, Ruud; Gelissen, Roger; Meertens, Ree; Schaalma, Herman; de Zwart, Onno",BMC Public Health,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2861057/
5q67tnx4,e703a33d5803f827c3d57a19385c0c2cbc2830e9,PMC,Prevalence of enteropathogens and their antibiotic sensitivity pattern in puppies with hemorrhagic gastroenteritis,10.14202/vetworld.2017.859-863,PMC5591469,28919674.0,cc-by,"AIM: Hemorrhagic gastroenteritis (HGE) ranging from mild to severe forms is commonly encountered in puppies. The aim of the study was to identify the prevalence of common enteropathogens and the antibiotic sensitivity pattern in puppies reported with HGE. MATERIALS AND METHODS: The canine HGE activity index, with little modification, was adopted to identify Grade III/severely affected puppies below 6 months of age. Fecal polymerase chain reaction (PCR) assay was employed to screen and compare the enteropathogens in puppies with hemorrhagic diarrhea and healthy control. RESULTS: Canine parvovirus 2b was identified in 90.3% of the diarrheic and 10% of the non-diarrheic healthy puppies. Clostridium difficile was identified in all the diarrheic puppies and in 80% of the healthy puppies. Among the diarrheic puppies, 17.7% were positive for Clostridium perfringens enterotoxin, 9.7% were positive for C. perfringens alpha toxin, 6.4% were positive for Escherichia coli shiga toxin, 6.4% were positive for E. coli enterotoxin (LT), and 3.2% were positive for canine distemper virus. Whereas, none of the healthy puppies were positive for these bacteria and toxins. Fecal antibiotic sensitivity test pattern revealed gentamicin to be sensitive in 95% of the cases, azithromycin in 50%, enrofloxacin in 25%, cefotaxime in 20%, and tetracycline in 5% of the cases. CONCLUSION: Parvoviral enteritis is predominant among puppies. Yet, bacteria and their toxins also play an important role in HGE. Gentamicin has higher sensitivity against the enteropathogens associated with the condition.",2017-08-04,"Priya, A. Kokila; Balagangatharathilagar, M.; Chandrasekaran, D.; Parthiban, M.; Prathaban, S.",Vet World,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5591469/
zl1s82yi,08dd1169c7aa45621e5f48bf6246b049e071e445,PMC,Evaluation of Four Different Systems for Extraction of RNA from Stool Suspensions Using MS-2 Coliphage as an Exogenous Control for RT-PCR Inhibition,10.1371/journal.pone.0039455,PMC3397973,22815706.0,cc-by,"Knowing when, and to what extent co-extracted inhibitors interfere with molecular RNA diagnostic assays is of utmost importance. The QIAamp Viral RNA Mini Kit (A); MagNA Pure LC2.0 Automatic extractor (B); KingFisher (C); and NucliSENS EasyMag (D) RNA extraction systems were evaluated for extraction efficiency and co-purification of inhibitors from stool suspensions. Real-Time Reverse Transcriptase Polymerase Chain Reaction (rRT-PCR) of MS-2 coliphage spiked into each system’s lysis buffer served as an external control for both. Cycle thresholds (Cts) of the MS2 were determined for RNA extracted from stool suspensions containing unknown (n = 93) or varying amounts of inhibitors (n = 92). Stool suspensions from the latter group were also used to determine whether MS-2 and enterovirus rRT-PCR inhibitions were correlated. Specifically 23 RNA extracts from stool suspensions were spiked with enterovirus RNA after extraction and 13 of these stool suspension were spiked with intact enterovirus before extraction. MS2 rRT-PCR inhibition varied for RNAs extracted by the different systems. Inhibition was noted in 12 (13.0%), 26 (28.3%), 7 (7.6%), and 7 (7.6%) of the first 93 RNA extracts, and 58 (63.0%), 55 (59.8%), 37 (40.2%) and 30 (32.6%) of the second 92 extracts for A, B, C, and D, respectively. Furthermore, enterovirus rRT-PCR inhibition correlated with MS2 rRT-PCR inhibition for added enterovirus RNA or virus particles. In conclusion, rRT-PCR for MS-2 RNA is a good predictor of inhibition of enterovirus RNA extracted from stool suspensions. EasyMag performed the best, however all four extraction methods were suitable provided that external controls identified problematic samples.",2012-07-16,"Shulman, Lester M.; Hindiyeh, Musa; Muhsen, Khitam; Cohen, Dani; Mendelson, Ella; Sofer, Danit",PLoS One,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3397973/
vcb6d6bv,d2057831023248265b009ed7fb7710123c69feaa,PMC,"Viroporins, Examples of the Two-Stage Membrane Protein Folding Model",10.3390/v7072781,PMC4517110,26131957.0,cc-by,"Viroporins are small, α-helical, hydrophobic virus encoded proteins, engineered to form homo-oligomeric hydrophilic pores in the host membrane. Viroporins participate in multiple steps of the viral life cycle, from entry to budding. As any other membrane protein, viroporins have to find the way to bury their hydrophobic regions into the lipid bilayer. Once within the membrane, the hydrophobic helices of viroporins interact with each other to form higher ordered structures required to correctly perform their porating activities. This two-step process resembles the two-stage model proposed for membrane protein folding by Engelman and Poppot. In this review we use the membrane protein folding model as a leading thread to analyze the mechanism and forces behind the membrane insertion and folding of viroporins. We start by describing the transmembrane segment architecture of viroporins, including the number and sequence characteristics of their membrane-spanning domains. Next, we connect the differences found among viroporin families to their viral genome organization, and finalize focusing on the pathways used by viroporins in their way to the membrane and on the transmembrane helix-helix interactions required to achieve proper folding and assembly.",2015-06-26,"Martinez-Gil, Luis; Mingarro, Ismael",Viruses,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4517110/
ymqit4xm,98936f4aa8ad9759352811bbb4aa531c2f061cd7,PMC,Inhibitory effect of sodium houttuyfonate on synovial proliferation in vitro in cells from a patient with rheumatoid arthritis,10.3892/etm.2014.1636,PMC4043587,24926358.0,cc-by,"The aim of the present study was to investigate the inhibitory effect of sodium houttuyfonate (SH) on synovial cell proliferation in vitro. Primary cells were obtained from the synovial tissue of a patient with rheumatoid arthritis (RA). The cells were divided into five treatment groups as follows: the control group (group 1), 25 μg/ml SH-treated group (group 2), 50 μg/ml SH-treated group (group 3), 100 μg/ml SH-treated group (group 4) and the 200 μg/ml SH-treated group (group 5). Following seven days of treatment, the proliferation rate of the synovial cells was then detected using an MTT assay. The expression level of proliferative synovial cells markedly decreased in the SH-treated groups in a dose-dependent manner compared with the control group. In conclusion, the present study demonstrated that SH was able to inhibit the proliferation of synovial cells obtained from a patient with RA. These results provide a potential theoretical basis for the development of a safe and effective treatment against RA in the future.",2014-03-27,"LI, JUN; ZHOU, TING; ZHAO, FUTAO",Exp Ther Med,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4043587/
5kx5xgco,37142e322bc30493a97e2aff05533919897e39ef,PMC,"Using exercises to improve public health preparedness in Asia, the Middle East and Africa",10.1186/1756-0500-7-474,PMC4120002,25063987.0,cc-by,"BACKGROUND: Exercises are increasingly common tools used by the health sector and other sectors to evaluate their preparedness to respond to public health threats. Exercises provide an opportunity for multiple sectors to practice, test and evaluate their response to all types of public health emergencies. The information from these exercises can be used to refine and improve preparedness plans. There is a growing body of literature about the use of exercises among local, state and federal public health agencies in the United States. There is much less information about the use of exercises among public health agencies in other countries and the use of exercises that involve multiple countries. RESULTS: We developed and conducted 12 exercises (four sub-national, five national, three sub-regional) from August 2006 through December 2008. These 12 exercises included 558 participants (average 47) and 137 observers (average 11) from 14 countries. Participants consistently rated the overall quality of the exercises as very good or excellent. They rated the exercises lowest on their ability to identifying key gaps in performance. The vast majority of participants noted that they would use the information they gained at the exercise to improve their organization’s preparedness to respond to an influenza pandemic. Participants felt the exercises were particularly good at raising awareness and understanding about public health threats, assisting in evaluating plans and identifying priorities for improvement, and building relationships that strengthen preparedness and response across sectors and across countries. Participants left the exercises with specific ideas about the most important actions that they should engage in after the exercise such as improved planning coordination across sectors and countries and better training of health workers and response personnel. CONCLUSIONS: These experiences suggest that exercises can be a valuable, low-burden tool to improve emergency preparedness and response in countries around the world. They also demonstrate that countries can work together to develop and conduct successful exercises designed to improve regional preparedness to public health threats. The development of standardized evaluation methods for exercises may be an additional tool to help focus the actions to be taken as a result of the exercise and to improve future exercises. Exercises show great promise as tools to improve public health preparedness across sectors and countries.",2014-07-27,"Dausey, David J; Moore, Melinda",BMC Res Notes,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4120002/
n85jp1f3,8eb3bdc336b90a70201e28477934062f67afcbcf,PMC,When could human challenge trials be deployed to combat emerging infectious diseases? Lessons from the case of a Zika virus human challenge trial,10.1186/s13063-019-3843-0,PMC6921433,31852506.0,cc-by,"Human challenge trials (HCTs) deliberately infect participants in order to test vaccines and treatments in a controlled setting, rather than enrolling individuals with natural exposure to a disease. HCTs are therefore potentially powerful tools to prepare for future outbreaks of emerging infectious diseases. Yet when an infectious disease is emerging, there is often substantial risk and uncertainty about its complications, and few available interventions, making an HCT ethically complex. In light of the need to consider ethical issues proactively as a part of epidemic preparedness, we use the case of a Zika virus HCT to explore whether and when HCTs might be ethically justified to combat emerging infectious diseases. We conclude that emerging infectious diseases could be appropriate candidates for HCTs and we identify relevant considerations and provide a case example to illustrate when they might be ethically acceptable.",2019-12-19,"Palacios, Ricardo; Shah, Seema K.",Trials,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6921433/
5dxclfnr,dcc4db04a2a7001e0b9931be5648c7f0cc233620,PMC,Make Yourself at Home: Viral Hijacking of the PI3K/Akt Signaling Pathway,10.3390/v5123192,PMC3967167,24351799.0,cc-by,"As viruses do not possess genes encoding for proteins required for translation, energy metabolism or membrane biosynthesis, they are classified as obligatory intracellular parasites that depend on a host cell to replicate. This genome limitation forces them to gain control over cellular processes to ensure their successful propagation. A diverse spectrum of virally encoded proteins tackling a broad spectrum of cellular pathways during most steps of the viral life cycle ranging from the host cell entry to viral protein translation has evolved. Since the host cell PI3K/Akt signaling pathway plays a critical regulatory role in many cellular processes including RNA processing, translation, autophagy and apoptosis, many viruses, in widely varying ways, target it. This review focuses on a number of remarkable examples of viral strategies, which exploit the PI3K/Akt signaling pathway for effective viral replication.",2013-12-16,"Diehl, Nora; Schaal, Heiner",Viruses,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3967167/
86ksgl5t,686258462f76bc196e1b056ebbbb93a6f53c982e,PMC,IFN-Lambda 3 Mediates Antiviral Protection Against Porcine Epidemic Diarrhea Virus by Inducing a Distinct Antiviral Transcript Profile in Porcine Intestinal Epithelia,10.3389/fimmu.2019.02394,PMC6811514,31681286.0,cc-by,"Type III interferon-lambda (IFN-λ) plays a critical role against infection, particularly in mucosal infection in the respiratory and gastrointestinal tract. Our study and other previous studies have shown that porcine IFN-λ more efficiently curtails the infection of porcine epidemic diarrhea virus (PEDV) in the intestine epithelia than type I IFN, whereas IFN-λ3 exerts a more potent effect than IFN-λ1. However, the underlying mechanism remains elusive, and in particular, the transcriptional profile induced by IFN-λ3 has not been reported. Here, to resolve the mechanism responsible for the disparity between IFN-λ3 and type I IFN in anti-mucosal virus infection, we compared the transcription profiles induced by the two IFNs in porcine intestinal epithelial (IPEC-J2) cells by RNA-Seq. Our results showed that the pretreatment of IPEC-J2 cells with IFN-λ3 resulted in the differential expression of 983 genes. In contrast, IFN-α only modified the expression of 134 genes, and 110 of these genes were also observed in the response to IFN-λ3. A transcriptional enrichment analysis indicated that IFN-λ3 or IFN-α regulates multiple cellular processes and that IFN-λ3 activates more robust signaling pathways, particularly the antiviral Jak-STAT signaling pathway, than IFN-α. Furthermore, we verified the RNA-Seq results through an RT-qPCR analysis of IPEC-J2 cells and porcine enteroids. Moreover, transient expression of the porcine rsad2 and mx2 genes among the top 10 genes induced by IFN-λ3 significantly inhibited PEDV infection. Collectively, the data showed that IFN-λ3 induces a unique transcriptional profile that does not completely overlap with that induced by IFN-α and strongly elicits a set of genes responsible for the antiviral activity of IFN-λ3. These findings provide important knowledge regarding the elicited ISGs of type I and III IFNs in restricting porcine intestinal viral infection.",2019-10-17,"Li, Liang; Xue, Mei; Fu, Fang; Yin, Lingdan; Feng, Li; Liu, Pinghuang",Front Immunol,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6811514/
o7ttiu97,9d2c6b24e096eac147115b77f295e0ddcb5435c6,PMC,Molecular Imaging Reveals a Progressive Pulmonary Inflammation in Lower Airways in Ferrets Infected with 2009 H1N1 Pandemic Influenza Virus,10.1371/journal.pone.0040094,PMC3401186,22911695.0,cc-by,"Molecular imaging has gained attention as a possible approach for the study of the progression of inflammation and disease dynamics. Herein we used [(18)F]-2-deoxy-2-fluoro-D-glucose ([(18)F]-FDG) as a radiotracer for PET imaging coupled with CT (FDG-PET/CT) to gain insight into the spatiotemporal progression of the inflammatory response of ferrets infected with a clinical isolate of a pandemic influenza virus, H1N1 (H1N1pdm). The thoracic regions of mock- and H1N1pdm-infected ferrets were imaged prior to infection and at 1, 2, 3 and 6 days post-infection (DPI). On 1 DPI, FDG-PET/CT imaging revealed areas of consolidation in the right caudal lobe which corresponded with elevated [(18)F]-FDG uptake (maximum standardized uptake values (SUVMax), 4.7–7.0). By days 2 and 3, consolidation (CT) and inflammation ([(18)F]-FDG) appeared in the left caudal lobe. By 6 DPI, CT images showed extensive areas of patchy ground-glass opacities (GGO) and consolidations with the largest lesions having high SUVMax (6.0–7.6). Viral shedding and replication were detected in most nasal, throat and rectal swabs and nasal turbinates and lungs on 1, 2 and 3 DPI, but not on day 7, respectively. In conclusion, molecular imaging of infected ferrets revealed a progressive consolidation on CT with corresponding [(18)F]-FDG uptake. Strong positive correlations were measured between SUVMax and bronchiolitis-related pathologic scoring (Spearman’s ρ = 0.75). Importantly, the extensive areas of patchy GGO and consolidation seen on CT in the ferret model at 6 DPI are similar to that reported for human H1N1pdm infections. In summary, these first molecular imaging studies of lower respiratory infection with H1N1pdm show that FDG-PET can give insight into the spatiotemporal progression of the inflammation in real-time.",2012-07-20,"Jonsson, Colleen B.; Camp, Jeremy V.; Wu, Albert; Zheng, Huaiyu; Kraenzle, Jennifer L.; Biller, Ashley E.; Vanover, Carol D.; Chu, Yong-Kyu; Ng, Chin K.; Proctor, Mary; Sherwood, Leslie; Steffen, Marlene C.; Mollura, Daniel J.",PLoS One,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3401186/
28lmys1a,c3e92ff23f71052b519afe647c6d69f0bf1b8e0c,PMC,An Economic Analysis of the Costs Associated with Pre-Weaning Management Strategies for Dairy Heifers,10.3390/ani9070471,PMC6680651,31340508.0,cc-by,"SIMPLE SUMMARY: Rearing of replacement female calves on a dairy farm is of critical importance to maintain herd sizes, improve the genetic quality of the herd, and remain economically sustainable. A 2-year investment period is needed for replacement female heifers to grow before entering the milking herd. The management of replacements over this 2-year period can vary greatly among operations, making it difficult to compare producers’ cost to benchmark. The objective of this project was to develop a model to calculate the cost of rearing a replacement heifer from birth to weaning under different housing, milk source, allotments, and labor and health management decisions to be used as a dairy farm decision support tool. We calculated the cost for management options with general cost values. We found that the average feed cost represented 46% of the total cost while labor, and fixed and variable costs represented 33%, 9%, and 12%, respectively. The total cost increased as milk allotment increased, but cost per Kg of gain decreased. The ranges in total cost within each management scenario often exceed the difference in cost from one scenario to the next. In conclusion, variable costs have the potential to vary among operations, playing a major role in the total cost of rearing replacements from birth to weaning. ABSTRACT: Dairy calves are raised in various housing and feeding environments on dairy farms around North America. The objective of this study was to develop a simulation model to calculate the cost of raising replacement dairy heifers using different inputs that reflect different management decisions and evaluate their influence on the total cost. In this simulation, 84 calves were modeled between 0–2 months of age to reflect a 1000 heifer herd. The decisions associated with housing, liquid diet source and allowance, labor utilization, and health were calculated. Costs and biological responses were reflective of published surveys, literature, and market conditions. A 10,000-iteration economic simulation was used for each management scenario using @Risk and PrecisionTree add-ons (Palisade Corporation, Ithaca, NY, USA) to account for variation in pre-weaning mortality rate, weaning age, and disease prevalence. As milk allotment increased, total feed cost increased. Feeding calves a higher allowance of milk resulted in a lower cost per kg of gain. Average feed cost percentage of the total cost was 46% (min, max: 33%, 59%) while labor, and fixed and variable cost represented 33% (20%, 45%), 9% (2%, 12%), and 12% (10%, 14%), respectively. Total pre-weaning costs ranged from $258.56 to $582.98 per calf across all management scenarios and milk allotments.",2019-07-23,"Hawkins, Anna; Burdine, Kenneth; Amaral-Phillips, Donna; Costa, Joao H.C.",Animals (Basel),,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6680651/
ocr1ttcz,81bf72bed294b556985ff244cc7d00d7b0b2235e; f2d95ab758e878195eefa64325961667efeb4c14,PMC,A Zika virus vaccine expressing premembrane-envelope-NS1 polyprotein,10.1038/s41467-018-05276-4,PMC6076265,30076287.0,cc-by,"Current efforts to develop Zika virus (ZIKV) subunit vaccines have been focused on pre-membrane (prM) and envelope (E) proteins, but the role of NS1 in ZIKV-specific immune response and protection is poorly understood. Here, we develop an attenuated recombinant vesicular stomatitis virus (rVSV)-based vaccine expressing ZIKV prM-E-NS1 as a polyprotein. This vectored vaccine candidate is attenuated in mice, where a single immunization induces ZIKV-specific antibody and T cell immune responses that provide protection against ZIKV challenge. Co-expression of prM, E, and NS1 induces significantly higher levels of Th2 and Th17 cytokine responses than prM-E. In addition, NS1 alone is capable of conferring partial protection against ZIKV infection in mice even though it does not induce neutralizing antibodies. These results demonstrate that attenuated rVSV co-expressing prM, E, and NS1 is a promising vaccine candidate for protection against ZIKV infection and highlights an important role for NS1 in ZIKV-specific cellular immune responses.",2018-08-03,"Li, Anzhong; Yu, Jingyou; Lu, Mijia; Ma, Yuanmei; Attia, Zayed; Shan, Chao; Xue, Miaoge; Liang, Xueya; Craig, Kelsey; Makadiya, Nirajkumar; He, Jennifer J.; Jennings, Ryan; Shi, Pei-Yong; Peeples, Mark E.; Liu, Shan-Lu; Boyaka, Prosper N.; Li, Jianrong",Nat Commun,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6076265/
aispd34b,4fc15d2af497369e0e7aa99dc78a403bdfa4790f,PMC,A Macaque Model of SARS,10.1371/journal.pmed.0030222,PMC1435789,,cc-by,,2006-04-18,,PLoS Med,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1435789/
f2zc5rjj,a4ac0a556416712bc053f001c5bc6931c908bfd1,PMC,Development of a Plastic-Based Microfluidic Immunosensor Chip for Detection of H1N1 Influenza,10.3390/s120810810,PMC3472858,23112630.0,cc-by,"Lab-on-a-chip can provide convenient and accurate diagnosis tools. In this paper, a plastic-based microfluidic immunosensor chip for the diagnosis of swine flu (H1N1) was developed by immobilizing hemagglutinin antigen on a gold surface using a genetically engineered polypeptide. A fluorescent dye-labeled antibody (Ab) was used for quantifying the concentration of Ab in the immunosensor chip using a fluorescent technique. For increasing the detection efficiency and reducing the errors, three chambers and three microchannels were designed in one microfluidic chip. This protocol could be applied to the diagnosis of other infectious diseases in a microfluidic device.",2012-08-06,"Lee, Kyoung G.; Lee, Tae Jae; Jeong, Soon Woo; Choi, Ho Woon; Heo, Nam Su; Park, Jung Youn; Park, Tae Jung; Lee, Seok Jae",Sensors (Basel),,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3472858/
tro7b4d0,3c988a00ed94308e36a8814b391ead01480efb60,PMC,A Single Polar Residue and Distinct Membrane Topologies Impact the Function of the Infectious Bronchitis Coronavirus E Protein,10.1371/journal.ppat.1002674,PMC3343006,22570613.0,cc-by,"The coronavirus E protein is a small membrane protein with a single predicted hydrophobic domain (HD), and has a poorly defined role in infection. The E protein is thought to promote virion assembly, which occurs in the Golgi region of infected cells. It has also been implicated in the release of infectious particles after budding. The E protein has ion channel activity in vitro, although a role for channel activity in infection has not been established. Furthermore, the membrane topology of the E protein is of considerable debate, and the protein may adopt more than one topology during infection. We previously showed that the HD of the infectious bronchitis virus (IBV) E protein is required for the efficient release of infectious virus, an activity that correlated with disruption of the secretory pathway. Here we report that a single residue within the hydrophobic domain, Thr16, is required for secretory pathway disruption. Substitutions of other residues for Thr16 were not tolerated. Mutations of Thr16 did not impact virus assembly as judged by virus-like particle production, suggesting that alteration of secretory pathway and assembly are independent activities. We also examined how the membrane topology of IBV E affected its function by generating mutant versions that adopted either a transmembrane or membrane hairpin topology. We found that a transmembrane topology was required for disrupting the secretory pathway, but was less efficient for virus-like particle production. The hairpin version of E was unable to disrupt the secretory pathway or produce particles. The findings reported here identify properties of the E protein that are important for its function, and provide insight into how the E protein may perform multiple roles during infection.",2012-05-03,"Ruch, Travis R.; Machamer, Carolyn E.",PLoS Pathog,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3343006/
q41o6nxs,208f4d527c8ac85c04dd9e431babfaaa54e66428,PMC,One Health – a strategy for resilience in a changing arctic,10.3402/ijch.v74.27913,PMC4558275,26333722.0,cc-by,"The circumpolar north is uniquely vulnerable to the health impacts of climate change. While international Arctic collaboration on health has enhanced partnerships and advanced the health of inhabitants, significant challenges lie ahead. One Health is an approach that considers the connections between the environment, plant, animal and human health. Understanding this is increasingly critical in assessing the impact of global climate change on the health of Arctic inhabitants. The effects of climate change are complex and difficult to predict with certainty. Health risks include changes in the distribution of infectious disease, expansion of zoonotic diseases and vectors, changing migration patterns, impacts on food security and changes in water availability and quality, among others. A regional network of diverse stakeholder and transdisciplinary specialists from circumpolar nations and Indigenous groups can advance the understanding of complex climate-driven health risks and provide community-based strategies for early identification, prevention and adaption of health risks in human, animals and environment. We propose a regional One Health approach for assessing interactions at the Arctic human–animal–environment interface to enhance the understanding of, and response to, the complexities of climate change on the health of the Arctic inhabitants.",2015-09-01,"Ruscio, Bruce A.; Brubaker, Michael; Glasser, Joshua; Hueston, Will; Hennessy, Thomas W.",Int J Circumpolar Health,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4558275/
g417oty5,642e03f3b71051b01c77af78f51bb4ef5d00ad08,PMC,Fatal Community-acquired Pneumonia in Children Caused by Re-emergent Human Adenovirus 7d Associated with Higher Severity of Illness and Fatality Rate,10.1038/srep37216,PMC5110970,27848998.0,cc-by,"Human adenoviruses (HAdVs) are highly contagious pathogens causing acute respiratory disease (ARD), such as community-acquired pneumonia. HAdV-7d, a re-emergent genomic variant, has been recently reported in Asia and the United States after a several-decade absence. However, whether HAdV-7d is associated with higher severity than other types is currently unclear. In this study, the clinical and epidemiological investigation showed that fever, cough, and sore throat were the three most common respiratory symptoms of HAdV infections. HAdV-7 caused longer duration of fever, higher morbidity of tachypnea/dyspnea, pleural effusion, diarrhea, hepatosplenomegaly, consciousness alteration, as well as higher rates of pneumonia, mechanical ventilation and higher fatality rate (28.6%) than other types, particularly HAdV-3 and HAdV-2. The genomes of seven HAdV-7d isolates from mild, severe, and fatal cases were sequenced and highly similar with each other. Surprisingly, two isolates (2011, 2012) had 100% identical genomes with an earlier strain from a fatal ARD outbreak in China (2009), which elucidates the virus origin and confirms the unexpected HAdV genomic conservation and stability. Phylogenetic analysis indicated that L1 52/55-kDa DNA packaging protein may be associated with the higher severity of illness and fatality rate of HAdV-7. Clinicians need to be aware of HAdVs in children with ARD.",2016-11-16,"Yu, Zhiwu; Zeng, Zhiwei; Zhang, Jing; Pan, Yuxian; Chen, Manjun; Guo, Yonghui; Yu, Nan; Chodosh, James; Fu, Ning; Che, Xiaoyan; Zhang, Qiwei",Sci Rep,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5110970/
a1t74jsm,e658837e4d77ef0bccdd849648e2db595f5ec65b,PMC,Survey of Ixodes pacificus Ticks in California Reveals a Diversity of Microorganisms and a Novel and Widespread Anaplasmataceae Species,10.1371/journal.pone.0135828,PMC4574436,26375033.0,cc-by,"Ixodes pacificus ticks can harbor a wide range of human and animal pathogens. To survey the prevalence of tick-borne known and putative pathogens, we tested 982 individual adult and nymphal I. pacificus ticks collected throughout California between 2007 and 2009 using a broad-range PCR and electrospray ionization mass spectrometry (PCR/ESI-MS) assay designed to detect a wide range of tick-borne microorganisms. Overall, 1.4% of the ticks were found to be infected with Borrelia burgdorferi, 2.0% were infected with Borrelia miyamotoi and 0.3% were infected with Anaplasma phagocytophilum. In addition, 3.0% were infected with Babesia odocoilei. About 1.2% of the ticks were co-infected with more than one pathogen or putative pathogen. In addition, we identified a novel Anaplasmataceae species that we characterized by sequencing of its 16S rRNA, groEL, gltA, and rpoB genes. Sequence analysis indicated that this organism is phylogenetically distinct from known Anaplasma species with its closest genetic near neighbors coming from Asia. The prevalence of this novel Anaplasmataceae species was as high as 21% at one site, and it was detected in 4.9% of ticks tested statewide. Based upon this genetic characterization we propose that this organism be called ‘Candidatus Cryptoplasma californiense’. Knowledge of this novel microbe will provide awareness for the community about the breadth of the I. pacificus microbiome, the concept that this bacterium could be more widely spread; and an opportunity to explore whether this bacterium also contributes to human or animal disease burden.",2015-09-16,"Eshoo, Mark W.; Carolan, Heather E.; Massire, Christian; Chou, Danny M.; Crowder, Chris D.; Rounds, Megan A.; Phillipson, Curtis A.; Schutzer, Steven E.; Ecker, David J.",PLoS One,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4574436/
ga3mk6be,fc9a6a00498ee4dfeaf7c201c3341aca6ad21409,PMC,Identification and Characterization of a Novel Non-Structural Protein of Bluetongue Virus,10.1371/journal.ppat.1002477,PMC3248566,22241985.0,cc-by,"Bluetongue virus (BTV) is the causative agent of a major disease of livestock (bluetongue). For over two decades, it has been widely accepted that the 10 segments of the dsRNA genome of BTV encode for 7 structural and 3 non-structural proteins. The non-structural proteins (NS1, NS2, NS3/NS3a) play different key roles during the viral replication cycle. In this study we show that BTV expresses a fourth non-structural protein (that we designated NS4) encoded by an open reading frame in segment 9 overlapping the open reading frame encoding VP6. NS4 is 77–79 amino acid residues in length and highly conserved among several BTV serotypes/strains. NS4 was expressed early post-infection and localized in the nucleoli of BTV infected cells. By reverse genetics, we showed that NS4 is dispensable for BTV replication in vitro, both in mammalian and insect cells, and does not affect viral virulence in murine models of bluetongue infection. Interestingly, NS4 conferred a replication advantage to BTV-8, but not to BTV-1, in cells in an interferon (IFN)-induced antiviral state. However, the BTV-1 NS4 conferred a replication advantage both to a BTV-8 reassortant containing the entire segment 9 of BTV-1 and to a BTV-8 mutant with the NS4 identical to the homologous BTV-1 protein. Collectively, this study suggests that NS4 plays an important role in virus-host interaction and is one of the mechanisms played, at least by BTV-8, to counteract the antiviral response of the host. In addition, the distinct nucleolar localization of NS4, being expressed by a virus that replicates exclusively in the cytoplasm, offers new avenues to investigate the multiple roles played by the nucleolus in the biology of the cell.",2011-12-29,"Ratinier, Maxime; Caporale, Marco; Golder, Matthew; Franzoni, Giulia; Allan, Kathryn; Nunes, Sandro Filipe; Armezzani, Alessia; Bayoumy, Amr; Rixon, Frazer; Shaw, Andrew; Palmarini, Massimo",PLoS Pathog,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3248566/
